Date,Day,Time,Hour,Booking_ID,Booking_Status,Cancel_Reason,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Booking_Value,Ride_Distance,Driver_Rating,Customer_Rating,
05-05-24,Sunday,6:57:00 PM,18,CNR8218764718,Completed,,CID592539,Mini,Shivajinagar,Cox Town,246,45,3.6,4.3,
14-05-24,Tuesday,7:06:00 AM,7,CNR1409481635,Completed,,CID800404,Prime SUV,BTM Layout,Kengeri,213,45,4.2,4.9,
12-05-24,Sunday,9:41:00 PM,21,CNR3447090547,Cancelled,Driver Unavailable,CID649105,Prime Sedan,Whitefield,Shantinagar,764,0,,,
17-05-24,Friday,6:35:00 PM,18,CNR5407475476,Cancelled,Driver Cancelled,CID900624,Bike,Peenya,Banashankari,120,31,,,
17-05-24,Friday,12:54:00 PM,12,CNR5427550245,Completed,,CID461053,Mini,Whitefield,Peenya,186,25,4.9,4.4,
12-05-24,Sunday,10:51:00 AM,10,CNR5938977412,Completed,,CID803280,Prime Plus,RT Nagar,Malleshwaram,138,42,4,3.8,
24-05-24,Friday,4:00:00 PM,16,CNR4599560473,Completed,,CID235211,Auto,Whitefield,Padmanabhanagar,2371,0,4,4,
07-05-24,Tuesday,3:43:00 PM,15,CNR9128750199,Completed,,CID829354,Prime Plus,Devanahalli,Indiranagar,622,0,4.4,4.7,
31-05-24,Friday,6:21:00 PM,18,CNR5097047056,Incomplete,,CID361058,Prime SUV,Majestic,Bannerghatta Road,990,0,,,
29-05-24,Wednesday,3:37:00 PM,15,CNR2010245011,Cancelled,Driver Unavailable,CID833233,Bike,Padmanabhanagar,Jayanagar,254,0,,,
30-05-24,Thursday,6:59:00 PM,18,CNR3582255819,Incomplete,,CID794492,Prime SUV,Hulimavu,Banashankari,452,0,,,
05-05-24,Sunday,10:26:00 AM,10,CNR3502527200,Completed,,CID517599,Bike,Rajarajeshwari Nagar,Majestic,2520,19,4,4,
23-05-24,Thursday,2:22:00 PM,14,CNR2023890671,Completed,,CID154899,eBike,Hebbal,Majestic,443,0,4.3,4.7,
14-05-24,Tuesday,3:17:00 AM,3,CNR9880645493,Completed,,CID140464,Mini,Hennur,Shantinagar,428,20,3.8,3.8,
24-05-24,Friday,2:29:00 PM,14,CNR2386695873,Completed,,CID171564,Prime Plus,Ramamurthy Nagar,JP Nagar,406,1,4.8,4.5,
15-05-24,Wednesday,3:04:00 PM,15,CNR2330736209,Completed,,CID388142,Prime Plus,Majestic,BTM Layout,347,0,3.9,4.3,
19-05-24,Sunday,8:32:00 AM,8,CNR1871552486,Completed,,CID567591,Mini,Ulsoor,Cox Town,585,30,3.9,4,
25-05-24,Saturday,7:45:00 PM,19,CNR7998702220,Completed,,CID138204,Auto,Chamarajpet,Chickpet,762,0,3.9,4.3,
26-05-24,Sunday,6:18:00 AM,6,CNR8155798667,Completed,,CID678821,Mini,Malleshwaram,Sahakar Nagar,429,0,4.9,4.5,
01-05-24,Wednesday,4:55:00 AM,4,CNR8566234665,Completed,,CID954568,eBike,HSR Layout,Bellandur,888,43,3.7,4,
28-05-24,Tuesday,6:11:00 AM,6,CNR4769853879,Completed,,CID367690,eBike,Koramangala,Mysore Road,1319,14,5,4.3,
20-05-24,Monday,9:33:00 AM,9,CNR4969402880,Cancelled,Driver Cancelled,CID296864,eBike,Varthur,Hennur,2379,0,,,
12-05-24,Sunday,3:00:00 PM,15,CNR4680788221,Cancelled,Customer Cancelled,CID266016,Auto,BTM Layout,BTM Layout,399,10,,,
28-05-24,Tuesday,7:46:00 PM,19,CNR2877150726,Completed,,CID538662,Prime Plus,BTM Layout,Padmanabhanagar,463,2,4.5,4.7,
02-05-24,Thursday,1:18:00 PM,13,CNR1524441797,Completed,,CID417599,Bike,Rajajinagar,Rajarajeshwari Nagar,471,0,3.7,4.3,
07-05-24,Tuesday,6:40:00 AM,6,CNR6257855589,Completed,,CID759576,Prime Sedan,Cox Town,Padmanabhanagar,2247,36,4.7,4.2,
28-05-24,Tuesday,6:06:00 AM,6,CNR3056183251,Completed,,CID774211,eBike,Whitefield,Majestic,418,0,4.1,4.5,
13-05-24,Monday,3:49:00 AM,3,CNR6186531663,Completed,,CID673748,Prime Plus,Hulimavu,Nagarbhavi,2878,0,3.8,4.3,
10-05-24,Friday,8:46:00 AM,8,CNR7518561583,Completed,,CID500984,Mini,Indiranagar,HSR Layout,294,14,3.6,4.9,
15-05-24,Wednesday,10:55:00 AM,10,CNR8702953496,Cancelled,Driver Unavailable,CID532107,Prime SUV,Bannerghatta Road,Hulimavu,728,16,,,
08-05-24,Wednesday,4:40:00 PM,16,CNR9177067649,Incomplete,,CID855423,Prime Sedan,Basavanagudi,Hebbal,411,7,,,
13-05-24,Monday,4:57:00 PM,16,CNR8134587472,Completed,,CID887781,Auto,Majestic,Rajarajeshwari Nagar,150,0,4.1,3.8,
05-05-24,Sunday,11:00:00 PM,23,CNR2217679410,Cancelled,Driver Cancelled,CID268773,eBike,Rajajinagar,Langford Town,617,0,,,
30-05-24,Thursday,11:44:00 AM,11,CNR8983279072,Cancelled,Driver Cancelled,CID668296,Prime SUV,Varthur,Jayanagar,218,42,,,
22-05-24,Wednesday,8:39:00 AM,8,CNR6000963612,Completed,,CID813034,eBike,HSR Layout,Kadugodi,883,0,3.7,3.9,
26-05-24,Sunday,2:33:00 PM,14,CNR2773285950,Cancelled,Driver Unavailable,CID871006,Prime Sedan,MG Road,Mysore Road,427,0,,,
11-05-24,Saturday,7:42:00 AM,7,CNR4868337940,Cancelled,Driver Unavailable,CID401114,Prime SUV,Frazer Town,Shivajinagar,805,35,,,
10-05-24,Friday,7:57:00 AM,7,CNR7018554054,Cancelled,Driver Cancelled,CID833769,Prime Plus,Frazer Town,Richmond Town,195,0,,,
06-05-24,Monday,7:18:00 PM,19,CNR7340505592,Cancelled,Driver Cancelled,CID443915,Mini,Kadugodi,KR Puram,263,20,,,
28-05-24,Tuesday,8:58:00 AM,8,CNR4028495142,Cancelled,Driver Cancelled,CID723799,eBike,Ramamurthy Nagar,Nagarbhavi,405,0,,,
16-05-24,Thursday,9:50:00 PM,21,CNR7284566470,Cancelled,Driver Cancelled,CID470445,Mini,Chamarajpet,Devanahalli,348,15,,,
24-05-24,Friday,2:12:00 AM,2,CNR1314028560,Completed,,CID250283,Prime Plus,JP Nagar,Vijayanagar,406,47,4.1,4.3,
16-05-24,Thursday,9:54:00 PM,21,CNR4437476115,Completed,,CID763138,eBike,Rajarajeshwari Nagar,Marathahalli,447,13,4.3,3.9,
06-05-24,Monday,10:22:00 PM,22,CNR9107522546,Completed,,CID883869,Prime Sedan,Richmond Town,Hosur Road,162,0,4,4.7,
18-05-24,Saturday,5:07:00 PM,17,CNR5165988977,Completed,,CID258279,Prime Plus,Langford Town,Peenya,464,0,4.3,4.6,
26-05-24,Sunday,4:08:00 PM,16,CNR7761643170,Completed,,CID952272,Bike,Chickpet,Richmond Town,953,0,4,4.1,
31-05-24,Friday,5:55:00 PM,17,CNR6610631299,Completed,,CID424990,Prime Plus,Kengeri,Frazer Town,583,33,4.7,4.1,
16-05-24,Thursday,1:51:00 PM,13,CNR4807809063,Completed,,CID685578,eBike,Ulsoor,Majestic,847,0,4.9,4.1,
04-05-24,Saturday,1:57:00 PM,13,CNR1769557084,Completed,,CID271434,eBike,Rajajinagar,Kammanahalli,151,0,4.2,4.2,
17-05-24,Friday,4:56:00 PM,16,CNR3682381907,Completed,,CID318383,eBike,Indiranagar,Hulimavu,569,0,4,4.2,
29-05-24,Wednesday,6:44:00 AM,6,CNR6045429865,Cancelled,Customer Cancelled,CID361929,Prime SUV,Jayanagar,Marathahalli,499,0,,,
23-05-24,Thursday,11:08:00 PM,23,CNR1656214903,Completed,,CID626071,Prime SUV,Peenya,Hosur Road,247,0,4.5,5,
07-05-24,Tuesday,11:32:00 PM,23,CNR8564145343,Completed,,CID825062,Mini,HSR Layout,Indiranagar,584,42,4.9,4.6,
03-05-24,Friday,3:58:00 AM,3,CNR5054294299,Completed,,CID440544,Prime SUV,HSR Layout,Padmanabhanagar,446,44,4.8,3.8,
29-05-24,Wednesday,9:36:00 PM,21,CNR5492378427,Completed,,CID124592,Auto,Marathahalli,Vijayanagar,784,6,4.3,4.1,
24-05-24,Friday,6:46:00 PM,18,CNR4644112027,Cancelled,Driver Unavailable,CID923822,eBike,Shantinagar,Ulsoor,2972,0,,,
05-05-24,Sunday,12:54:00 PM,12,CNR9231768641,Completed,,CID263778,Auto,Sahakar Nagar,Chickpet,2190,9,4.2,4.6,
30-05-24,Thursday,12:26:00 AM,0,CNR7268252980,Completed,,CID547765,Bike,JP Nagar,Marathahalli,258,0,4.6,4.2,
31-05-24,Friday,12:13:00 PM,12,CNR6599221339,Completed,,CID292391,eBike,Peenya,Rajarajeshwari Nagar,435,0,4.6,4,
21-05-24,Tuesday,10:38:00 PM,22,CNR2245727996,Completed,,CID111343,Prime Sedan,Malleshwaram,Indiranagar,662,0,4.1,4.3,
19-05-24,Sunday,7:24:00 AM,7,CNR6921986618,Completed,,CID768041,Mini,Sarjapur Road,Langford Town,333,0,3.7,4.2,
22-05-24,Wednesday,9:05:00 AM,9,CNR5306002203,Cancelled,Driver Unavailable,CID592621,Mini,RT Nagar,Shivajinagar,462,15,,,
01-05-24,Wednesday,6:30:00 PM,18,CNR5463220603,Cancelled,Customer Cancelled,CID196205,Prime Plus,Kammanahalli,Chickpet,213,0,,,
04-05-24,Saturday,6:56:00 PM,18,CNR9915349856,Completed,,CID262003,Mini,Langford Town,Peenya,395,0,4.5,3.8,
09-05-24,Thursday,10:23:00 AM,10,CNR6715569688,Completed,,CID159661,Auto,Rajajinagar,BTM Layout,208,0,3.9,4.5,
23-05-24,Thursday,11:49:00 PM,23,CNR2307429054,Completed,,CID260065,Mini,Rajajinagar,Whitefield,1789,47,3.9,4.8,
01-05-24,Wednesday,2:44:00 PM,14,CNR8400056923,Completed,,CID618987,Prime Plus,Devanahalli,MG Road,697,26,4.1,4.1,
01-05-24,Wednesday,9:55:00 PM,21,CNR2622250205,Completed,,CID828154,Bike,Hennur,Rajarajeshwari Nagar,129,0,3.7,4.1,
03-05-24,Friday,1:53:00 PM,13,CNR4614935943,Completed,,CID296638,eBike,Vijayanagar,Malleshwaram,497,23,4.4,3.8,
01-05-24,Wednesday,11:44:00 PM,23,CNR7480805538,Completed,,CID143006,eBike,Peenya,Richmond Town,468,0,4.5,3.9,
14-05-24,Tuesday,4:54:00 PM,16,CNR4601228930,Completed,,CID716584,Mini,Indiranagar,Jayanagar,383,27,4.1,5,
24-05-24,Friday,12:28:00 PM,12,CNR4447113110,Completed,,CID118126,Prime Sedan,RT Nagar,Devanahalli,419,0,4.2,4.2,
24-05-24,Friday,2:18:00 PM,14,CNR1140889222,Completed,,CID222598,eBike,Jayanagar,Langford Town,360,0,3.8,4.1,
21-05-24,Tuesday,10:14:00 AM,10,CNR9449878593,Cancelled,Driver Cancelled,CID879285,Mini,Jayanagar,Chickpet,180,0,,,
04-05-24,Saturday,7:58:00 AM,7,CNR7514480303,Cancelled,Driver Cancelled,CID413627,Prime Sedan,Hulimavu,Yelahanka,244,20,,,
03-05-24,Friday,8:09:00 AM,8,CNR6600218373,Completed,,CID126494,Auto,HSR Layout,MG Road,169,0,3.7,3.9,
16-05-24,Thursday,7:49:00 AM,7,CNR4989661268,Completed,,CID783219,Mini,Tumkur Road,Yelahanka,2740,0,5,4,
03-05-24,Friday,6:39:00 AM,6,CNR1537784393,Cancelled,Driver Cancelled,CID976029,Prime Plus,Vijayanagar,Sahakar Nagar,366,10,,,
03-05-24,Friday,7:56:00 AM,7,CNR6504235472,Completed,,CID997002,Prime SUV,RT Nagar,Cox Town,293,29,3.7,4.8,
18-05-24,Saturday,8:56:00 AM,8,CNR5661649061,Completed,,CID305188,Prime Sedan,Yelahanka,Hennur,124,0,4.7,4.4,
29-05-24,Wednesday,8:36:00 AM,8,CNR9864317493,Completed,,CID512033,Mini,Bannerghatta Road,Chickpet,314,35,4.9,5,
08-05-24,Wednesday,8:49:00 PM,20,CNR3241349099,Cancelled,Driver Cancelled,CID934578,Prime Plus,Hennur,Shivajinagar,439,12,,,
25-05-24,Saturday,8:57:00 AM,8,CNR7420521615,Incomplete,,CID940222,Prime SUV,Hennur,Electronic City,253,36,,,
10-05-24,Friday,8:59:00 AM,8,CNR3381395885,Completed,,CID108789,Mini,Ramamurthy Nagar,Mysore Road,922,3,4.9,3.8,
13-05-24,Monday,12:26:00 PM,12,CNR8240539170,Completed,,CID787715,Auto,KR Puram,Hennur,279,11,3.6,3.9,
16-05-24,Thursday,3:34:00 AM,3,CNR2943400769,Completed,,CID942840,Prime Sedan,Rajarajeshwari Nagar,Marathahalli,465,0,4.9,4.3,
16-05-24,Thursday,9:58:00 AM,9,CNR9082095945,Cancelled,Customer Cancelled,CID832985,eBike,Electronic City,Devanahalli,478,2,,,
12-05-24,Sunday,7:37:00 PM,19,CNR7889779438,Cancelled,Driver Unavailable,CID406650,Auto,Shivajinagar,Sahakar Nagar,133,11,,,
28-05-24,Tuesday,2:02:00 PM,14,CNR9739345132,Completed,,CID436590,Prime Plus,Marathahalli,Padmanabhanagar,371,0,4.3,4.9,
09-05-24,Thursday,3:01:00 PM,15,CNR3040569642,Completed,,CID949289,Prime SUV,HSR Layout,Majestic,161,0,3.5,3.9,
12-05-24,Sunday,10:36:00 AM,10,CNR8252534129,Cancelled,Driver Cancelled,CID658141,Prime Plus,KR Puram,Ramamurthy Nagar,232,31,,,
27-05-24,Monday,4:27:00 AM,4,CNR1162531297,Completed,,CID335565,Prime Sedan,HSR Layout,Devanahalli,132,41,3.7,4.7,
23-05-24,Thursday,8:25:00 PM,20,CNR2255026505,Completed,,CID371318,Bike,Sarjapur Road,Jayanagar,105,45,3.5,4.7,
31-05-24,Friday,10:08:00 PM,22,CNR9050202656,Incomplete,,CID462307,eBike,Sarjapur Road,Hennur,315,15,,,
03-05-24,Friday,9:46:00 AM,9,CNR6399690075,Incomplete,,CID324281,Mini,Marathahalli,KR Puram,752,0,,,
11-05-24,Saturday,2:46:00 PM,14,CNR3268483994,Cancelled,Customer Cancelled,CID255746,Prime SUV,Kengeri,Rajajinagar,919,0,,,
31-05-24,Friday,1:59:00 AM,1,CNR5317811250,Completed,,CID399930,Auto,Sahakar Nagar,Ramamurthy Nagar,437,16,3.8,4.2,
09-05-24,Thursday,2:59:00 PM,14,CNR3923313206,Completed,,CID554554,Bike,Shantinagar,Sarjapur Road,245,38,4.6,4.3,
28-05-24,Tuesday,8:05:00 PM,20,CNR6343762679,Cancelled,Customer Cancelled,CID970727,Prime Plus,Jayanagar,Koramangala,537,22,,,
31-05-24,Friday,10:43:00 AM,10,CNR4267954597,Completed,,CID889273,Bike,Devanahalli,Koramangala,395,29,5,4.2,
19-05-24,Sunday,12:15:00 PM,12,CNR1682211533,Cancelled,Driver Unavailable,CID864070,Bike,Devanahalli,Kadugodi,457,0,,,
04-05-24,Saturday,8:58:00 AM,8,CNR4906764022,Completed,,CID868566,eBike,Langford Town,Hosur Road,453,47,4.8,3.9,
24-05-24,Friday,6:29:00 AM,6,CNR6575779705,Completed,,CID558346,Prime SUV,KR Puram,Kammanahalli,168,44,4.4,4,
15-05-24,Wednesday,7:37:00 AM,7,CNR5653267750,Cancelled,Driver Cancelled,CID748738,eBike,Marathahalli,JP Nagar,214,1,,,
18-05-24,Saturday,9:25:00 AM,9,CNR6410368157,Cancelled,Driver Unavailable,CID262789,Prime SUV,Mysore Road,Majestic,127,22,,,
08-05-24,Wednesday,9:08:00 AM,9,CNR7767130177,Completed,,CID473713,eBike,Bellandur,HSR Layout,341,3,3.5,4.2,
09-05-24,Thursday,12:25:00 PM,12,CNR7829345241,Completed,,CID602840,eBike,Chamarajpet,Mysore Road,428,6,4.7,3.8,
09-05-24,Thursday,5:01:00 PM,17,CNR2678480439,Completed,,CID908877,Bike,HSR Layout,BTM Layout,454,11,5,4.3,
22-05-24,Wednesday,7:41:00 AM,7,CNR9715913972,Cancelled,Customer Cancelled,CID265213,Mini,Hulimavu,Chamarajpet,621,0,,,
16-05-24,Thursday,2:57:00 PM,14,CNR6241121323,Cancelled,Customer Cancelled,CID579120,Auto,Nagarbhavi,Koramangala,478,16,,,
23-05-24,Thursday,7:14:00 AM,7,CNR5634395333,Completed,,CID119694,eBike,Varthur,Yelahanka,787,0,3.6,4,
20-05-24,Monday,6:37:00 AM,6,CNR4752572665,Completed,,CID621889,Auto,Kammanahalli,Hebbal,439,6,4,4.6,
19-05-24,Sunday,9:36:00 AM,9,CNR1436301754,Cancelled,Customer Cancelled,CID521994,Auto,Majestic,JP Nagar,399,0,,,
10-05-24,Friday,4:05:00 AM,4,CNR9394247677,Completed,,CID220499,Prime SUV,Shantinagar,Varthur,215,0,4.7,3.8,
10-05-24,Friday,1:32:00 PM,13,CNR8586756444,Incomplete,,CID456325,Bike,Ramamurthy Nagar,Jayanagar,327,8,,,
16-05-24,Thursday,1:44:00 PM,13,CNR5424829360,Completed,,CID282394,Prime Sedan,Kengeri,Langford Town,439,40,3.9,3.9,
26-05-24,Sunday,10:57:00 PM,22,CNR9918169576,Incomplete,,CID602106,eBike,Kadugodi,Majestic,154,34,,,
14-05-24,Tuesday,6:56:00 PM,18,CNR6251266638,Completed,,CID711563,Prime Plus,RT Nagar,Koramangala,349,13,4.1,4.3,
07-05-24,Tuesday,5:32:00 PM,17,CNR2355652725,Completed,,CID928423,Prime Sedan,JP Nagar,Hebbal,834,0,4.1,4.2,
11-05-24,Saturday,9:24:00 AM,9,CNR5587783399,Incomplete,,CID403212,Bike,Varthur,Indiranagar,438,0,,,
20-05-24,Monday,7:35:00 AM,7,CNR1609656985,Completed,,CID265834,Mini,BTM Layout,Hulimavu,160,0,3.8,4.7,
29-05-24,Wednesday,7:19:00 AM,7,CNR9592438206,Completed,,CID951944,Mini,Basavanagudi,RT Nagar,199,35,3.9,4.2,
26-05-24,Sunday,6:07:00 AM,6,CNR1315542497,Completed,,CID916459,Bike,HSR Layout,MG Road,967,0,4.7,4.6,
25-05-24,Saturday,4:44:00 AM,4,CNR7969200272,Cancelled,Driver Unavailable,CID786100,Prime Sedan,Tumkur Road,Peenya,780,0,,,
01-05-24,Wednesday,2:23:00 PM,14,CNR1287166417,Completed,,CID704545,Prime Sedan,Cox Town,Devanahalli,108,0,4.9,4,
02-05-24,Thursday,8:39:00 AM,8,CNR8472599085,Completed,,CID337473,Auto,Langford Town,Vijayanagar,305,0,4.8,4.2,
03-05-24,Friday,8:47:00 AM,8,CNR8500134316,Completed,,CID165358,Bike,MG Road,Mysore Road,156,36,4.9,4.5,
05-05-24,Sunday,6:39:00 AM,6,CNR3877616690,Completed,,CID905062,Auto,Sarjapur Road,Bannerghatta Road,638,0,4.5,4.7,
20-05-24,Monday,7:48:00 AM,7,CNR5934066107,Completed,,CID790467,Mini,Marathahalli,Yelahanka,2539,11,4,4.9,
01-05-24,Wednesday,10:08:00 PM,22,CNR1234923774,Completed,,CID448876,Mini,Langford Town,Banashankari,256,30,4.3,4,
15-05-24,Wednesday,8:10:00 AM,8,CNR8770297960,Cancelled,Driver Cancelled,CID259342,Prime Sedan,Hosur Road,Hennur,449,12,,,
07-05-24,Tuesday,8:14:00 AM,8,CNR2459391769,Cancelled,Driver Cancelled,CID298277,Prime Sedan,Ulsoor,Tumkur Road,355,16,,,
17-05-24,Friday,12:12:00 PM,12,CNR8811094479,Completed,,CID490674,Prime Sedan,Tumkur Road,MG Road,237,0,4.7,4.1,
01-05-24,Wednesday,11:32:00 AM,11,CNR3227057497,Cancelled,Driver Cancelled,CID297581,Prime Plus,Devanahalli,Shivajinagar,475,31,,,
04-05-24,Saturday,9:03:00 AM,9,CNR9389316566,Completed,,CID405974,Prime Plus,MG Road,Chamarajpet,1446,0,3.9,4.1,
15-05-24,Wednesday,9:15:00 PM,21,CNR1867114377,Completed,,CID237238,Prime Plus,Kammanahalli,MG Road,741,0,4.7,4.6,
05-05-24,Sunday,2:43:00 PM,14,CNR6678078378,Completed,,CID813246,Mini,Hulimavu,Malleshwaram,203,26,3.9,3.9,
20-05-24,Monday,10:42:00 AM,10,CNR7934346886,Completed,,CID957880,Prime SUV,Peenya,HSR Layout,494,18,3.9,4.8,
23-05-24,Thursday,1:56:00 PM,13,CNR4555698213,Completed,,CID579370,eBike,Yeshwanthpur,Shantinagar,2317,34,4,3.9,
16-05-24,Thursday,1:48:00 AM,1,CNR4177583220,Cancelled,Customer Cancelled,CID229299,Mini,HSR Layout,Cox Town,1683,0,,,
19-05-24,Sunday,1:34:00 PM,13,CNR7328570152,Completed,,CID507774,Bike,Padmanabhanagar,Yeshwanthpur,430,23,4.7,3.9,
12-05-24,Sunday,3:03:00 PM,15,CNR2612077704,Completed,,CID702995,Auto,Whitefield,BTM Layout,943,0,4.5,4.9,
28-05-24,Tuesday,4:09:00 PM,16,CNR7770900207,Completed,,CID792154,Bike,Sarjapur Road,Marathahalli,331,37,3.6,4.1,
12-05-24,Sunday,6:19:00 PM,18,CNR6387836322,Cancelled,Driver Cancelled,CID881902,Prime SUV,Kadugodi,Cox Town,258,0,,,
05-05-24,Sunday,9:32:00 AM,9,CNR8435004246,Incomplete,,CID766882,Prime Plus,Chamarajpet,Hosur Road,258,2,,,
31-05-24,Friday,7:29:00 AM,7,CNR1691128351,Completed,,CID132207,Prime Sedan,Varthur,Majestic,227,0,3.6,3.9,
18-05-24,Saturday,2:49:00 PM,14,CNR8897981007,Cancelled,Customer Cancelled,CID948231,Prime Sedan,Tumkur Road,Hosur Road,771,47,,,
25-05-24,Saturday,8:24:00 PM,20,CNR3232197798,Incomplete,,CID373952,Bike,Ramamurthy Nagar,Hennur,491,23,,,
06-05-24,Monday,7:11:00 AM,7,CNR3532978518,Completed,,CID963599,Mini,Kammanahalli,Vijayanagar,204,22,4.3,4.6,
16-05-24,Thursday,2:35:00 PM,14,CNR2436567332,Completed,,CID399034,Prime Sedan,Ramamurthy Nagar,Devanahalli,321,7,4.9,4.1,
22-05-24,Wednesday,6:22:00 AM,6,CNR5448269589,Completed,,CID398284,Bike,Nagarbhavi,Varthur,383,25,3.9,4.4,
11-05-24,Saturday,6:23:00 AM,6,CNR9092400836,Completed,,CID489785,eBike,Sahakar Nagar,Hosur Road,338,17,4.8,4.5,
05-05-24,Sunday,5:24:00 PM,17,CNR8659226033,Cancelled,Customer Cancelled,CID491602,Prime Plus,Yeshwanthpur,Varthur,349,45,,,
14-05-24,Tuesday,12:14:00 AM,0,CNR3644626025,Completed,,CID418084,eBike,Kengeri,Chamarajpet,1753,29,4.3,4.3,
09-05-24,Thursday,6:47:00 AM,6,CNR8563047222,Cancelled,Driver Unavailable,CID887787,Auto,HSR Layout,Mysore Road,129,0,,,
14-05-24,Tuesday,6:56:00 AM,6,CNR4703281291,Completed,,CID278977,eBike,RT Nagar,Malleshwaram,979,0,4,4.1,
05-05-24,Sunday,11:52:00 AM,11,CNR1330409239,Completed,,CID246842,Prime Plus,Bellandur,Hennur,489,27,4.9,4.3,
10-05-24,Friday,8:25:00 AM,8,CNR8136324366,Completed,,CID294605,Prime Sedan,Cox Town,Basavanagudi,432,0,4.8,4.4,
27-05-24,Monday,7:41:00 AM,7,CNR4865900438,Cancelled,Customer Cancelled,CID376267,Auto,Yelahanka,Majestic,490,0,,,
02-05-24,Thursday,12:06:00 AM,0,CNR6543503931,Cancelled,Driver Unavailable,CID389976,Mini,Jayanagar,Cox Town,1265,24,,,
10-05-24,Friday,3:14:00 PM,15,CNR8796108477,Completed,,CID568725,Prime Sedan,Bellandur,Sarjapur Road,967,0,3.7,4.8,
31-05-24,Friday,7:56:00 PM,19,CNR5318526667,Completed,,CID604229,Bike,Magadi Road,Rajarajeshwari Nagar,484,25,4,4.1,
04-05-24,Saturday,10:11:00 AM,10,CNR4606202106,Completed,,CID210421,Bike,Jayanagar,Kadugodi,154,0,4.4,4.8,
12-05-24,Sunday,2:04:00 PM,14,CNR2190521191,Cancelled,Customer Cancelled,CID654159,eBike,Shivajinagar,Magadi Road,699,0,,,
28-05-24,Tuesday,4:49:00 PM,16,CNR7105799412,Cancelled,Driver Cancelled,CID772580,Prime Plus,Langford Town,Ulsoor,279,1,,,
27-05-24,Monday,7:34:00 AM,7,CNR4155340283,Cancelled,Driver Cancelled,CID323619,Auto,Indiranagar,Shivajinagar,342,0,,,
07-05-24,Tuesday,9:46:00 AM,9,CNR1873446997,Cancelled,Driver Unavailable,CID852729,Prime Plus,Shivajinagar,Hennur,421,19,,,
13-05-24,Monday,7:25:00 PM,19,CNR2810930169,Completed,,CID637487,Prime Plus,Kammanahalli,JP Nagar,569,21,4.6,4.8,
23-05-24,Thursday,11:34:00 AM,11,CNR9937165976,Completed,,CID633945,eBike,Indiranagar,Sahakar Nagar,470,0,3.9,4.8,
29-05-24,Wednesday,11:00:00 AM,11,CNR9159645748,Cancelled,Driver Unavailable,CID282110,eBike,Koramangala,HSR Layout,267,19,,,
29-05-24,Wednesday,5:49:00 AM,5,CNR4050235963,Completed,,CID499617,Prime Sedan,Chamarajpet,Langford Town,279,19,3.6,4,
10-05-24,Friday,6:35:00 PM,18,CNR5896727597,Completed,,CID159493,Mini,Nagarbhavi,Mysore Road,2821,12,4.2,4.2,
20-05-24,Monday,7:45:00 AM,7,CNR5712637378,Completed,,CID445586,Mini,Ramamurthy Nagar,Mysore Road,453,0,4.5,4.5,
11-05-24,Saturday,10:58:00 AM,10,CNR2185393989,Cancelled,Driver Unavailable,CID423804,Prime SUV,Electronic City,Tumkur Road,1165,41,,,
13-05-24,Monday,9:18:00 PM,21,CNR9910141156,Completed,,CID793528,Prime Plus,BTM Layout,Marathahalli,487,0,4.3,4.9,
30-05-24,Thursday,4:05:00 PM,16,CNR3446214287,Completed,,CID608828,Auto,Kengeri,MG Road,454,6,3.9,4.4,
05-05-24,Sunday,7:46:00 AM,7,CNR2025874830,Completed,,CID814936,Auto,Bellandur,Majestic,457,5,3.6,4.4,
30-05-24,Thursday,9:37:00 AM,9,CNR8930501481,Cancelled,Driver Unavailable,CID308790,Prime Sedan,Padmanabhanagar,Yeshwanthpur,308,9,,,
20-05-24,Monday,9:01:00 AM,9,CNR3724917999,Completed,,CID779515,eBike,Banashankari,Rajarajeshwari Nagar,663,0,4.6,4.6,
20-05-24,Monday,6:18:00 PM,18,CNR9820845112,Completed,,CID250339,Prime SUV,Richmond Town,Chickpet,387,0,3.5,5,
18-05-24,Saturday,9:10:00 PM,21,CNR4336257219,Cancelled,Customer Cancelled,CID581930,Bike,Yeshwanthpur,KR Puram,501,0,,,
06-05-24,Monday,11:30:00 AM,11,CNR1716498473,Cancelled,Driver Cancelled,CID721370,Bike,Bannerghatta Road,Hosur Road,401,43,,,
14-05-24,Tuesday,5:15:00 PM,17,CNR1367326566,Cancelled,Driver Unavailable,CID261974,Auto,Chamarajpet,HSR Layout,1201,14,,,
10-05-24,Friday,9:11:00 AM,9,CNR4754843481,Completed,,CID837934,Prime SUV,Kengeri,Ulsoor,714,31,4.6,4.3,
18-05-24,Saturday,6:16:00 PM,18,CNR1193686807,Completed,,CID521384,Mini,Hebbal,Yeshwanthpur,757,43,4.1,3.9,
09-05-24,Thursday,7:38:00 AM,7,CNR7019647215,Cancelled,Customer Cancelled,CID564342,Auto,Yeshwanthpur,Electronic City,314,16,,,
03-05-24,Friday,2:49:00 PM,14,CNR6463388594,Completed,,CID830628,Auto,Peenya,Ulsoor,141,0,4.2,4.2,
19-05-24,Sunday,7:38:00 AM,7,CNR7490553222,Completed,,CID282643,Auto,KR Puram,Yelahanka,721,10,3.8,4.4,
21-05-24,Tuesday,7:48:00 AM,7,CNR2435936413,Completed,,CID647140,Bike,Nagarbhavi,Banashankari,402,8,4.4,4.3,
